group_id,female,manager,population,district_id,state_name
1730,t,t,5174,2,WestVirginia
1731,t,t,3874,3,WestVirginia
427,f,f,140187,1,Wisconsin
428,f,f,156796,2,Wisconsin
429,f,f,137322,3,Wisconsin
430,f,f,116090,4,Wisconsin
431,f,f,159298,5,Wisconsin
432,f,f,148554,6,Wisconsin
433,f,f,141621,7,Wisconsin
434,f,f,153683,8,Wisconsin
862,f,t,11034,1,Wisconsin
863,f,t,11712,2,Wisconsin
864,f,t,6855,3,Wisconsin
865,f,t,7289,4,Wisconsin
866,f,t,11569,5,Wisconsin
867,f,t,8735,6,Wisconsin
868,f,t,8423,7,Wisconsin
869,f,t,8459,8,Wisconsin
1297,t,f,106581,1,Wisconsin
1298,t,f,120064,2,Wisconsin
1299,t,f,104237,3,Wisconsin
1300,t,f,110140,4,Wisconsin
1301,t,f,111088,5,Wisconsin
1302,t,f,100902,6,Wisconsin
1303,t,f,101828,7,Wisconsin
1304,t,f,106755,8,Wisconsin
1732,t,t,5595,1,Wisconsin
1733,t,t,9030,2,Wisconsin
1734,t,t,6129,3,Wisconsin
1735,t,t,6909,4,Wisconsin
1736,t,t,7190,5,Wisconsin
1737,t,t,5045,6,Wisconsin
1738,t,t,4887,7,Wisconsin
1739,t,t,7758,8,Wisconsin
435,f,f,124728,0,Wyoming
870,f,t,7389,0,Wyoming
1305,t,f,83246,0,Wyoming
1740,t,t,6133,0,Wyoming
